gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
thumbs_up,0.0,0.0,0.0,-0.01848304271697998,-0.09897345304489136,0.0027812749360123235,-0.05703401565551758,-0.17290377616882324,0.00011986218686388384,-0.0960034728050232,-0.23350685834884644,-0.004221703649648134,-0.12058085203170776,-0.2793472409248352,-0.0072792482349655074,-0.14382749795913696,-0.14908665418624878,0.002302716693691309,-0.19671660661697388,-0.1515786051750183,0.0010401794899621564,-0.17406660318374634,-0.13755321502685547,-0.002661370930411522,-0.1479548215866089,-0.1325770616531372,-0.00481913218010277,-0.1573454737663269,-0.09132039546966553,-0.001013092721962039,-0.2004108428955078,-0.09716874361038208,0.00604228556420594,-0.17700135707855225,-0.08865207433700562,0.008846578861437138,-0.15238350629806519,-0.08571130037307739,0.008356104346773918,-0.15918052196502686,-0.03269678354263306,-0.0036271829411020917,-0.19118165969848633,-0.04082512855529785,0.0053972659845271664,-0.1700623631477356,-0.03667384386062622,0.013896823602578934,-0.14629530906677246,-0.03423166275024414,0.016147958787939842,-0.15390199422836304,0.020099282264709473,-0.006450741344281141,-0.17929434776306152,0.007030487060546875,0.0033679499503591614,-0.15952259302139282,0.007939398288726807,0.015788377004525955,-0.13904255628585815,0.00893312692642212,0.024341921063921745
thumbs_up,0.0,0.0,0.0,-0.019998490810394287,-0.09727662801742554,0.0014965107601909722,-0.05690866708755493,-0.17229676246643066,-0.0031465450829983865,-0.09486240148544312,-0.23449218273162842,-0.009153819462952129,-0.11718910932540894,-0.28451257944107056,-0.014004954888221732,-0.14562451839447021,-0.14534080028533936,-0.0002658087706350898,-0.19698882102966309,-0.14630556106567383,-0.001963508368206135,-0.17389273643493652,-0.13371819257736206,-0.006071714504358283,-0.14758986234664917,-0.12808841466903687,-0.008391214354631416,-0.158283531665802,-0.08635920286178589,-0.0032928321107448255,-0.1991066336631775,-0.09191501140594482,0.003947035589519032,-0.17542296648025513,-0.08524316549301147,0.0065219762672512616,-0.15105712413787842,-0.08292847871780396,0.005442766187044867,-0.15940552949905396,-0.027301013469696045,-0.005580019025799743,-0.19026398658752441,-0.03666776418685913,0.003330184326770791,-0.16922259330749512,-0.03254354000091553,0.012025588372054585,-0.1454055905342102,-0.02961510419845581,0.014184679084721097,-0.15408235788345337,0.025349080562591553,-0.008162549516853801,-0.1800922155380249,0.011245787143707275,0.0009784128687186922,-0.15942251682281494,0.012160122394561768,0.013636104942563065,-0.13848400115966797,0.013144075870513916,0.0224570559275179
thumbs_up,0.0,0.0,0.0,-0.019277334213256836,-0.09759193658828735,0.0024674411509053584,-0.05746406316757202,-0.1729554533958435,-0.0010859528444839839,-0.09652489423751831,-0.23389792442321777,-0.005976823380230201,-0.11847728490829468,-0.2819507420063019,-0.009824777243672145,-0.1448664665222168,-0.14759600162506104,-0.0007948261224797193,-0.19575047492980957,-0.14663541316986084,-0.001320821338346434,-0.1728011965751648,-0.133123517036438,-0.004333717970190776,-0.14717179536819458,-0.12852239608764648,-0.006304771861074698,-0.15741890668869019,-0.08887887001037598,-0.004138020554570687,-0.19829416275024414,-0.0938042402267456,0.0035428614467249986,-0.17504632472991943,-0.08552360534667969,0.006684365460635888,-0.15053898096084595,-0.0822685956954956,0.006031133944155442,-0.15862751007080078,-0.02969527244567871,-0.00642750946619941,-0.18868398666381836,-0.03810238838195801,0.0035703750438855764,-0.16758227348327637,-0.033221542835235596,0.012571839394034612,-0.14373904466629028,-0.030170679092407227,0.014674092421294915,-0.15305179357528687,0.02376103401184082,-0.008984023926792872,-0.17745012044906616,0.010059893131256104,0.001407548912787604,-0.1570337414741516,0.01160353422164917,0.01423106786048578,-0.13660019636154175,0.01258152723312378,0.022818409616114366
thumbs_up,0.0,0.0,0.0,-0.01899963617324829,-0.09777885675430298,0.0016113496378409309,-0.056632399559020996,-0.1725102663040161,-0.002681730548630412,-0.0962979793548584,-0.23225200176239014,-0.008065877483005579,-0.11879658699035645,-0.28114789724349976,-0.012400014326686915,-0.14498686790466309,-0.14678049087524414,-0.002596203704143818,-0.19616591930389404,-0.1455601453781128,-0.0035153920769346314,-0.1732761263847351,-0.13274556398391724,-0.006452274975146111,-0.14781427383422852,-0.12826699018478394,-0.008303238079662378,-0.15743905305862427,-0.08803284168243408,-0.005633994937653597,-0.1985987424850464,-0.09319055080413818,0.0016871250693100137,-0.17526030540466309,-0.08540952205657959,0.004971939604018871,-0.15108245611190796,-0.08214223384857178,0.004388226661120598,-0.15857917070388794,-0.028814077377319336,-0.007604338229413088,-0.18907666206359863,-0.03731566667556763,0.0018484557506042165,-0.16806191205978394,-0.032906174659729004,0.011039013042335455,-0.14444023370742798,-0.029881775379180908,0.013331073335592691,-0.15299075841903687,0.024769365787506104,-0.009836067446286734,-0.17850393056869507,0.011232197284698486,-7.270190033636936e-05,-0.15805935859680176,0.012258827686309814,0.0127719864242124,-0.13763642311096191,0.013202786445617676,0.02147312182862038
thumbs_up,0.0,0.0,0.0,-0.021841108798980713,-0.09808379411697388,0.0015514906577394072,-0.05907750129699707,-0.17212557792663574,-0.003333557714931601,-0.09744417667388916,-0.23282462358474731,-0.009556519883908265,-0.12084007263183594,-0.2835959494113922,-0.014841906811334127,-0.1470767855644226,-0.14137250185012817,-0.001084325803667241,-0.19766920804977417,-0.1410120129585266,-0.002148158933259481,-0.17546510696411133,-0.12853211164474487,-0.005634081634916299,-0.14968734979629517,-0.12329763174057007,-0.007731529503352874,-0.15950822830200195,-0.08230447769165039,-0.004089064049757951,-0.19839626550674438,-0.08729058504104614,0.00443183994736529,-0.17480480670928955,-0.0804319977760315,0.007691008885167605,-0.15135854482650757,-0.07755172252655029,0.0066318674094603125,-0.1594918966293335,-0.02335798740386963,-0.006231059870906108,-0.19014334678649902,-0.03262770175933838,0.0033658858470246855,-0.16898661851882935,-0.028252243995666504,0.012388145466111666,-0.1457870602607727,-0.025024354457855225,0.014411977407299048,-0.15271300077438354,0.02923983335494995,-0.008582925508953565,-0.18007922172546387,0.0163763165473938,0.0008360926609114472,-0.15949583053588867,0.017141520977020264,0.013785485093258387,-0.13907790184020996,0.018724501132965088,0.02261786061223603
thumbs_up,0.0,0.0,0.0,-0.021214842796325684,-0.09898358583450317,0.0010281496764079634,-0.059912800788879395,-0.17230099439620972,-0.00457593874643436,-0.09856414794921875,-0.2320617437362671,-0.011486924082142025,-0.1198263168334961,-0.2830863893032074,-0.017561348915201336,-0.1470624804496765,-0.14295673370361328,-0.003594857469302326,-0.19641512632369995,-0.140730619430542,-0.006060511633855015,-0.17211490869522095,-0.12968206405639648,-0.010698912493985802,-0.14646512269973755,-0.12616944313049316,-0.0137690220178186,-0.1589442491531372,-0.08293569087982178,-0.007094920441609531,-0.19788938760757446,-0.08884131908416748,-0.00048430697979284787,-0.17347633838653564,-0.08286696672439575,0.0020935567411513034,-0.149602472782135,-0.07961249351501465,0.0008691360092640821,-0.15877139568328857,-0.02324587106704712,-0.009645665824514538,-0.1889653205871582,-0.03364688158035278,-0.0012230900499119457,-0.16741681098937988,-0.030409276485443115,0.008088599130410046,-0.14385396242141724,-0.027430832386016846,0.010624119251865238,-0.15210354328155518,0.029970824718475342,-0.012501031920415073,-0.17888575792312622,0.015939712524414062,-0.0035686866064637,-0.15834254026412964,0.01565474271774292,0.009703847750920147,-0.13802796602249146,0.016798019409179688,0.018867329865592808
thumbs_up,0.0,0.0,0.0,-0.020472228527069092,-0.0986984372138977,0.0007424677696121762,-0.058832764625549316,-0.17217540740966797,-0.004859648344847756,-0.09788841009140015,-0.23157483339309692,-0.011618468610379296,-0.11956280469894409,-0.28290027379989624,-0.017509662246141033,-0.1461164951324463,-0.14275777339935303,-0.004310858135852413,-0.1955651044845581,-0.14013373851776123,-0.006475116757485466,-0.17166811227798462,-0.12944942712783813,-0.010490223465296822,-0.1462312936782837,-0.1260949969291687,-0.01316035974565466,-0.15797024965286255,-0.08315718173980713,-0.007625042626443701,-0.19672566652297974,-0.08873230218887329,-0.0009822220800401738,-0.17250323295593262,-0.08285510540008545,0.0018237850835589597,-0.1488950252532959,-0.07967650890350342,0.0007361681290944944,-0.15786540508270264,-0.023797929286956787,-0.009953660590383606,-0.1877739429473877,-0.03412967920303345,-0.0016495999207677414,-0.16635507345199585,-0.030746281147003174,0.007697168106403751,-0.14304327964782715,-0.027694404125213623,0.0102192287540106,-0.15129894018173218,0.029372215270996094,-0.012575060760411816,-0.17784899473190308,0.015798330307006836,-0.003955799786183434,-0.15720140933990479,0.015660464763641357,0.00911978848483841,-0.13700753450393677,0.016800284385681152,0.018147585282292766
thumbs_up,0.0,0.0,0.0,-0.021138012409210205,-0.09918457269668579,0.000811948093371484,-0.05777585506439209,-0.17212021350860596,-0.005095042985146847,-0.0969584584236145,-0.23128104209899902,-0.011678145498251524,-0.11880457401275635,-0.28339922428131104,-0.017334709175145235,-0.14733856916427612,-0.1428101658821106,-0.0052873764636274245,-0.19454079866409302,-0.1401788592338562,-0.0049446860777493384,-0.1701870560646057,-0.1306990385055542,-0.007080596637194958,-0.14476394653320312,-0.12699389457702637,-0.00875304569325408,-0.15972638130187988,-0.08222687244415283,-0.00782431964597663,-0.19583755731582642,-0.08901643753051758,0.0017728661203477714,-0.1720818281173706,-0.08439457416534424,0.005779383472884092,-0.1486494541168213,-0.08110785484313965,0.004824586447114143,-0.15921425819396973,-0.022539258003234863,-0.008951624155258742,-0.1874910593032837,-0.03389972448348999,0.0020075226219091746,-0.16652315855026245,-0.030909836292266846,0.011667044602120313,-0.14314287900924683,-0.0276680588722229,0.013608783252323065,-0.15201759338378906,0.030267000198364258,-0.010324508182918635,-0.17688870429992676,0.016350626945495605,-0.00034813608925787776,-0.15610450506210327,0.015972435474395752,0.01278743497260848,-0.1358739137649536,0.016850590705871582,0.021600534908259306
thumbs_up,0.0,0.0,0.0,-0.02019500732421875,-0.09914761781692505,0.0007191762478413466,-0.05783277750015259,-0.17169809341430664,-0.004634788035289716,-0.09676212072372437,-0.23204076290130615,-0.01085466030879445,-0.11848717927932739,-0.2835637927055359,-0.01620336040748782,-0.146797776222229,-0.14347094297409058,-0.004255320186601352,-0.19436341524124146,-0.1402180790901184,-0.004463116879449558,-0.1707516312599182,-0.1298399567604065,-0.007452048136727285,-0.14597278833389282,-0.12672048807144165,-0.009853806122080755,-0.15895861387252808,-0.08356320858001709,-0.006955591271506023,-0.19585758447647095,-0.08928412199020386,0.0019735027953373674,-0.17254215478897095,-0.08389341831207275,0.005616031346036721,-0.14940619468688965,-0.08072316646575928,0.0045094981241362575,-0.15855193138122559,-0.02391570806503296,-0.00847158931090064,-0.1868862509727478,-0.03476905822753906,0.001835085559761751,-0.16601216793060303,-0.031130969524383545,0.011220151783092547,-0.14276456832885742,-0.02781623601913452,0.01312469620363288,-0.1514785885810852,0.029056072235107422,-0.010316538399891328,-0.17600113153457642,0.015444576740264893,-0.0007393827628021654,-0.1554551124572754,0.015339851379394531,0.012086324618323374,-0.13528025150299072,0.01601177453994751,0.020670362041457224
thumbs_up,0.0,0.0,0.0,-0.018725156784057617,-0.09884107112884521,-0.0011344875845082925,-0.055139005184173584,-0.17319148778915405,-0.007353052397533588,-0.09371697902679443,-0.2342931628227234,-0.014123044808670215,-0.11451250314712524,-0.2869555354118347,-0.019833701563342743,-0.14699453115463257,-0.14030134677886963,-0.0047541562405371,-0.19240528345108032,-0.14144515991210938,-0.00485021983580225,-0.16734766960144043,-0.1340034008026123,-0.007844796304866009,-0.14166438579559326,-0.13032537698745728,-0.010089826670750313,-0.15887314081192017,-0.07969105243682861,-0.006483549152775936,-0.1932082176208496,-0.09031784534454346,0.002707993245408602,-0.16907888650894165,-0.08785349130630493,0.006035011826739378,-0.14542996883392334,-0.0844910740852356,0.004626203893408842,-0.1576889157295227,-0.020875155925750732,-0.007181733281626634,-0.18395471572875977,-0.0350835919380188,0.003315090999663539,-0.16267746686935425,-0.03445887565612793,0.01235803599162466,-0.13900136947631836,-0.03138178586959839,0.013976967061594792,-0.15020078420639038,0.030983269214630127,-0.008400000532432728,-0.17281651496887207,0.014573276042938232,0.0013014158296442702,-0.15218180418014526,0.011900007724761963,0.013860628108218975,-0.13186275959014893,0.012100040912628174,0.022241664218441315
thumbs_up,0.0,0.0,0.0,-0.01888096332550049,-0.09787988662719727,-0.0007243051077132634,-0.05666393041610718,-0.16974204778671265,-0.006652490701515745,-0.0928773283958435,-0.2314888834953308,-0.013600130099792551,-0.11258751153945923,-0.2830650210380554,-0.01980315474792249,-0.14633935689926147,-0.14134985208511353,-0.004618803039182495,-0.19226181507110596,-0.13928592205047607,-0.0065686358138812295,-0.1684122085571289,-0.13084745407104492,-0.011344173457462858,-0.14414578676223755,-0.1289309859275818,-0.014996175188560557,-0.15758925676345825,-0.08147424459457397,-0.007417543791223835,-0.19366610050201416,-0.08923441171646118,-0.00041037882327898956,-0.1699771285057068,-0.08547836542129517,0.002043214859451581,-0.14641696214675903,-0.08244979381561279,0.00042051402853005015,-0.15622085332870483,-0.02239358425140381,-0.009418466594059538,-0.18329745531082153,-0.03482908010482788,-0.0008346412796420566,-0.16222280263900757,-0.032670438289642334,0.007861651014547277,-0.13876783847808838,-0.029733479022979736,0.009715303312997747,-0.14835625886917114,0.029925525188446045,-0.011972773354489874,-0.1713566780090332,0.015285372734069824,-0.003552594222117733,-0.15116167068481445,0.014191389083862305,0.008671114686887194,-0.13108104467391968,0.014810681343078613,0.016974730882804323
